512,65,1684,1878,8
512,77,1509,1809,8
512,50,969,1106,8
512,48,1206,1337,8
512,117,1678,2065,8
512,49,1108,1236,8
512,47,1120,1246,8
512,73,1245,1436,8
512,50,1118,1251,8
512,74,1323,1502,8
4096,216,10300,10936,8
4096,214,10698,11388,8
4096,252,10304,11056,8
4096,215,10083,10728,8
4096,215,10493,11143,8
4096,216,10252,10906,8
4096,217,10158,10798,8
4096,217,10257,10918,8
4096,215,10069,10770,8
4096,215,10148,10813,8
13824,611,38367,40194,8
13824,616,38151,39982,8
13824,609,38668,40469,8
13824,609,40493,42293,8
13824,609,37700,39527,8
13824,650,38763,40646,8
13824,643,40074,41918,8
13824,637,41697,43634,8
13824,646,42748,44638,8
13824,612,40451,42300,8
32768,1415,99682,103937,8
32768,1428,106531,110830,8
32768,1419,99137,103337,8
32768,1388,99468,103700,8
32768,1373,101115,105396,8
32768,1414,102045,106340,8
32768,1373,101472,105650,8
32768,1424,102524,106785,8
32768,1519,104996,109552,8
32768,1513,105033,109616,8
64000,2879,221523,230149,8
64000,3078,248555,257857,8
64000,2780,224741,233109,8
64000,2874,216038,224720,8
64000,2992,238626,247187,8
64000,2742,214499,222713,8
64000,2872,225732,234164,8
64000,2914,208342,216620,8
64000,2701,213836,221865,8
64000,2706,206948,215078,8
110592,4889,379866,393796,8
110592,5028,366441,380576,8
110592,5031,368870,383084,8
110592,4956,385426,399682,8
110592,5012,374986,389453,8
110592,4901,368803,382928,8
110592,5158,379540,393862,8
110592,5220,379556,394568,8
110592,5021,378732,393011,8
110592,5388,400486,416009,8
175616,8169,685833,709102,8
175616,9689,928664,954942,8
175616,8897,655289,680193,8
175616,7703,1010802,1033012,8
175616,10939,832104,864285,8
175616,8450,626053,649832,8
175616,8752,728736,753799,8
175616,11553,931520,961759,8
175616,9713,679146,704230,8
175616,8994,904700,931243,8
262144,17639,1276630,1322929,8
262144,13125,999014,1036437,8
262144,12404,967143,1001356,8
262144,13619,1033435,1072349,8
262144,11677,949076,983310,8
262144,11910,989016,1023717,8
262144,11507,941174,973871,8
262144,12072,980661,1015161,8
262144,14949,1287042,1327591,8
262144,11876,983479,1017461,8
373248,17756,1446839,1497331,8
373248,20395,1885702,1942875,8
373248,20763,1729375,1786202,8
373248,22654,2330317,2390648,8
373248,17589,1506281,1556058,8
373248,17768,1574278,1624334,8
373248,22791,2057232,2117821,8
373248,17465,1419020,1468247,8
373248,21268,2002062,2057977,8
373248,20225,1486304,1542869,8
512000,36857,2278185,2365745,8
512000,26197,2191951,2268051,8
512000,22045,2550443,2617159,8
512000,24946,2067184,2135828,8
512000,21950,1872813,1937954,8
512000,29430,2074757,2153690,8
512000,22810,2175143,2240504,8
512000,23564,1971331,2040973,8
512000,24344,2133954,2204054,8
512000,24899,1940887,2012094,8
681472,47607,3084423,3201327,8
681472,36710,3369820,3474180,8
681472,29257,2529285,2614596,8
681472,29049,2633287,2716709,8
681472,31941,3031254,3121581,8
681472,30414,2625006,2712591,8
681472,29328,2494857,2579049,8
681472,31526,2730071,2820690,8
681472,30521,2797095,2886713,8
681472,30076,2531250,2618880,8
884736,41467,3417643,3536323,8
884736,41105,3418046,3534443,8
884736,39923,3340234,3454059,8
884736,66101,3395101,3535515,8
884736,39182,3477290,3593059,8
884736,45520,3964938,4096861,8
884736,40236,3719569,3835983,8
884736,43221,4356595,4482298,8
884736,49214,4058565,4191686,8
884736,46700,3653216,3783579,8
1124864,64451,4683842,4855320,8
1124864,63074,4994166,5162382,8
1124864,63104,4737924,4904772,8
1124864,66412,5761523,5937583,8
1124864,65234,5932985,6105849,8
1124864,67593,5771917,5952381,8
1124864,65820,5379819,5555530,8
1124864,53270,4534547,4678075,8
1124864,65294,5954080,6134426,8
1124864,56407,4656950,4818846,8
1404928,83577,6916483,7137039,8
1404928,65096,6079768,6258158,8
1404928,80474,6972513,7188501,8
1404928,72707,6249934,6443108,8
1404928,80945,6438020,6655450,8
1404928,81504,6198245,6411342,8
1404928,76212,6551331,6751566,8
1404928,79052,6848770,7068407,8
1404928,74380,7082286,7280403,8
1404928,70614,7358883,7551951,8
1728000,92965,8758593,9015536,8
1728000,79195,6696081,6913165,8
1728000,79501,6682799,6901766,8
1728000,79580,6675602,6893820,8
1728000,79642,6711429,6933768,8
1728000,80995,6716515,6935173,8
1728000,79781,6691821,6910583,8
1728000,79263,6744438,6964211,8
1728000,79767,6698539,6917697,8
1728000,79658,6653772,6874775,8
2097152,96483,8694591,8960145,8
2097152,96638,8739960,9005128,8
2097152,96521,8685378,8948583,8
2097152,96553,8773620,9039623,8
2097152,97009,8855591,9120633,8
2097152,96386,8767529,9032809,8
2097152,101406,8882270,9153268,8
2097152,96897,8727982,8998983,8
2097152,96489,8898062,9164419,8
2097152,97049,8696852,8962696,8
