0-0,-10.1253,-10.4448,28.671,3.41,-10.1469,-10.2588,28.9523
0-0,-10.1469,-10.2588,28.9523,3.42,-10.1475,-10.0474,29.2074
0-0,-10.1475,-10.0474,29.2074,3.43,-10.1269,-9.81398,29.4325
0-0,-10.1269,-9.81398,29.4325,3.44,-10.085,-9.56231,29.6244
0-0,-10.085,-9.56231,29.6244,3.45,-10.0225,-9.29652,29.7805
0-0,-10.0225,-9.29652,29.7805,3.46,-9.94017,-9.02094,29.8991
0-0,-9.94017,-9.02094,29.8991,3.47,-9.83913,-8.74002,29.9791
0-0,-9.83913,-8.74002,29.9791,3.48,-9.72089,-8.45813,30.0201
0-0,-9.72089,-8.45813,30.0201,3.49,-9.5872,-8.17947,30.0227
0-0,-9.5872,-8.17947,30.0227,3.5,-9.44003,-7.90796,29.9877
0-0,-9.44003,-7.90796,29.9877,3.51,-9.28152,-7.64714,29.917
0-0,-9.28152,-7.64714,29.917,3.52,-9.11392,-7.40013,29.8125
0-0,-9.11392,-7.40013,29.8125,3.53,-8.93954,-7.16956,29.6767
0-0,-8.93954,-7.16956,29.6767,3.54,-8.76069,-6.95758,29.5125
0-0,-8.76069,-6.95758,29.5125,3.55,-8.57966,-6.76586,29.3228
0-0,-8.57966,-6.76586,29.3228,3.56,-8.39865,-6.59561,29.1107
0-0,-8.39865,-6.59561,29.1107,3.57,-8.21973,-6.44758,28.8792
0-0,-8.21973,-6.44758,28.8792,3.58,-8.04484,-6.3222,28.6314
0-0,-8.04484,-6.3222,28.6314,3.59,-7.87576,-6.21953,28.3704
0-0,-7.87576,-6.21953,28.3704,3.6,-7.7141,-6.13937,28.0989
0-0,-7.7141,-6.13937,28.0989,3.61,-7.56126,-6.08131,27.8198
0-0,-7.56126,-6.08131,27.8198,3.62,-7.41849,-6.04477,27.5357
0-0,-7.41849,-6.04477,27.5357,3.63,-7.28684,-6.02905,27.2489
0-0,-7.28684,-6.02905,27.2489,3.64,-7.1672,-6.03338,26.9618
0-0,-7.1672,-6.03338,26.9618,3.65,-7.06029,-6.05693,26.6765
0-0,-7.06029,-6.05693,26.6765,3.66,-6.96669,-6.09885,26.395
0-0,-6.96669,-6.09885,26.395,3.67,-6.88685,-6.15831,26.1191
0-0,-6.88685,-6.15831,26.1191,3.68,-6.82107,-6.23448,25.8508
0-0,-6.82107,-6.23448,25.8508,3.69,-6.76958,-6.32656,25.5915
0-0,-6.76958,-6.32656,25.5915,3.7,-6.73249,-6.43378,25.343
0-0,-6.73249,-6.43378,25.343,3.71,-6.70984,-6.55541,25.1067
0-0,-6.70984,-6.55541,25.1067,3.72,-6.70158,-6.69071,24.8841
0-0,-6.70158,-6.69071,24.8841,3.73,-6.70762,-6.83899,24.6768
0-0,-6.70762,-6.83899,24.6768,3.74,-6.72779,-6.99952,24.486
0-0,-6.72779,-6.99952,24.486,3.75,-6.76189,-7.17158,24.3131
0-0,-6.76189,-7.17158,24.3131,3.76,-6.80964,-7.35443,24.1596
0-0,-6.80964,-7.35443,24.1596,3.77,-6.87073,-7.54725,24.0267
0-0,-6.87073,-7.54725,24.0267,3.78,-6.94481,-7.74917,23.9157
0-0,-6.94481,-7.74917,23.9157,3.79,-7.03146,-7.95922,23.8279
0-0,-7.03146,-7.95922,23.8279,3.8,-7.1302,-8.17632,23.7646
0-0,-7.1302,-8.17632,23.7646,3.81,-7.24049,-8.39926,23.7268
0-0,-7.24049,-8.39926,23.7268,3.82,-7.36173,-8.62665,23.7158
0-0,-7.36173,-8.62665,23.7158,3.83,-7.49323,-8.85696,23.7324
0-0,-7.49323,-8.85696,23.7324,3.84,-7.6342,-9.08846,23.7777
0-0,-7.6342,-9.08846,23.7777,3.85,-7.78377,-9.3192,23.8522
0-0,-7.78377,-9.3192,23.8522,3.86,-7.94094,-9.54704,23.9565
0-0,-7.94094,-9.54704,23.9565,3.87,-8.1046,-9.76963,24.0908
0-0,-8.1046,-9.76963,24.0908,3.88,-8.27351,-9.98442,24.2551
0-0,-8.27351,-9.98442,24.2551,3.89,-8.4463,-10.1887,24.4491
0-0,-8.4463,-10.1887,24.4491,3.9,-8.62146,-10.3795,24.672
0-0,-8.62146,-10.3795,24.672,3.91,-8.79734,-10.5539,24.9225
0-0,-8.79734,-10.5539,24.9225,3.92,-8.97216,-10.7089,25.1991
0-0,-8.97216,-10.7089,25.1991,3.93,-9.14403,-10.8413,25.4994
0-0,-9.14403,-10.8413,25.4994,3.94,-9.31094,-10.9484,25.8208
0-0,-9.31094,-10.9484,25.8208,3.95,-9.47082,-11.0273,26.1599
0-0,-9.47082,-11.0273,26.1599,3.96,-9.62153,-11.0757,26.513
0-0,-9.62153,-11.0757,26.513,3.97,-9.76093,-11.0914,26.8756
0-0,-9.76093,-11.0914,26.8756,3.98,-9.88692,-11.0729,27.2432
0-0,-9.88692,-11.0729,27.2432,3.99,-9.99747,-11.0194,27.6105
0-0,-9.99747,-11.0194,27.6105,4,-10.0907,-10.9304,27.9721
0-0,-10.0907,-10.9304,27.9721,4.01,-10.1649,-10.8067,28.3227
0-0,-10.1649,-10.8067,28.3227,4.02,-10.2186,-10.6493,28.6568
0-0,-10.2186,-10.6493,28.6568,4.03,-10.2507,-10.4603,28.969
0-0,-10.2507,-10.4603,28.969,4.04,-10.2603,-10.2424,29.2547
0-0,-10.2603,-10.2424,29.2547,4.05,-10.247,-9.99918,29.5092
0-0,-10.247,-9.99918,29.5092,4.06,-10.2108,-9.73455,29.7289
0-0,-10.2108,-9.73455,29.7289,4.07,-10.152,-9.45295,29.9108
0-0,-10.152,-9.45295,29.9108,4.08,-10.0713,-9.15914,30.0524
0-0,-10.0713,-9.15914,30.0524,4.09,-9.96998,-8.858,30.1525
0-0,-9.96998,-8.858,30.1525,4.1,-9.84947,-8.55438,30.2105
0-0,-9.84947,-8.55438,30.2105,4.11,-9.71161,-8.25299,30.2266
0-0,-9.71161,-8.25299,30.2266,4.12,-9.55848,-7.95824,30.2019
0-0,-9.55848,-7.95824,30.2019,4.13,-9.39235,-7.67415,30.1379
0-0,-9.39235,-7.67415,30.1379,4.14,-9.21566,-7.40426,30.0369
0-0,-9.21566,-7.40426,30.0369,4.15,-9.03092,-7.15155,29.9016
0-0,-9.03092,-7.15155,29.9016,4.16,-8.84063,-6.91849,29.7349
0-0,-8.84063,-6.91849,29.7349,4.17,-8.64731,-6.70697,29.5401
0-0,-8.64731,-6.70697,29.5401,4.18,-8.45335,-6.51837,29.3205
0-0,-8.45335,-6.51837,29.3205,4.19,-8.26105,-6.35357,29.0795
0-0,-8.26105,-6.35357,29.0795,4.2,-8.07254,-6.21303,28.8204
0-0,-8.07254,-6.21303,28.8204,4.21,-7.88977,-6.09682,28.5466
0-0,-7.88977,-6.09682,28.5466,4.22,-7.7145,-6.00472,28.261
0-0,-7.7145,-6.00472,28.261,4.23,-7.5483,-5.93626,27.9667
0-0,-7.5483,-5.93626,27.9667,4.24,-7.39251,-5.89077,27.6665
0-0,-7.39251,-5.89077,27.6665,4.25,-7.2483,-5.86747,27.363
0-0,-7.2483,-5.86747,27.363,4.26,-7.11664,-5.86547,27.0585
0-0,-7.11664,-5.86547,27.0585,4.27,-6.9983,-5.88385,26.7554
0-0,-6.9983,-5.88385,26.7554,4.28,-6.89393,-5.92168,26.4558
0-0,-6.89393,-5.92168,26.4558,4.29,-6.80399,-5.97802,26.1616
0-0,-6.80399,-5.97802,26.1616,4.3,-6.72883,-6.052,25.8746
0-0,-6.72883,-6.052,25.8746,4.31,-6.66868,-6.14274,25.5966
0-0,-6.66868,-6.14274,25.5966,4.32,-6.62367,-6.24943,25.3293
0-0,-6.62367,-6.24943,25.3293,4.33,-6.59383,-6.3713,25.0741
0-0,-6.59383,-6.3713,25.0741,4.34,-6.57914,-6.50762,24.8327
0-0,-6.57914,-6.50762,24.8327,4.35,-6.57949,-6.65768,24.6065
0-0,-6.57949,-6.65768,24.6065,4.36,-6.59472,-6.82079,24.3969
0-0,-6.59472,-6.82079,24.3969,4.37,-6.62462,-6.99626,24.2054
0-0,-6.62462,-6.99626,24.2054,4.38,-6.66895,-7.18338,24.0334
0-0,-6.66895,-7.18338,24.0334,4.39,-6.7274,-7.3814,23.8822
0-0,-6.7274,-7.3814,23.8822,4.4,-6.79963,-7.58951,23.7533
0-0,-6.79963,-7.58951,23.7533,4.41,-6.88524,-7.80682,23.6479
0-0,-6.88524,-7.80682,23.6479,4.42,-6.98379,-8.03232,23.5675
0-0,-6.98379,-8.03232,23.5675,4.43,-7.09476,-8.26488,23.5133
0-0,-7.09476,-8.26488,23.5133,4.44,-7.2176,-8.5032,23.4866
0-0,-7.2176,-8.5032,23.4866,4.45,-7.35165,-8.74581,23.4885
0-0,-7.35165,-8.74581,23.4885,4.46,-7.49617,-8.99102,23.5202
0-0,-7.49617,-8.99102,23.5202,4.47,-7.65033,-9.23695,23.5824
0-0,-7.65033,-9.23695,23.5824,4.48,-7.81316,-9.48146,23.676
0-0,-7.81316,-9.48146,23.676,4.49,-7.98361,-9.72218,23.8014
0-0,-7.98361,-9.72218,23.8014,4.5,-8.16045,-9.95651,23.9589
0-0,-8.16045,-9.95651,23.9589,4.51,-8.34234,-10.1816,24.1485
0-0,-8.34234,-10.1816,24.1485,4.52,-8.52778,-10.3944,24.3695
0-0,-8.52778,-10.3944,24.3695,4.53,-8.7151,-10.5918,24.6212
0-0,-8.7151,-10.5918,24.6212,4.54,-8.90249,-10.7704,24.902
0-0,-8.90249,-10.7704,24.902,4.55,-9.08801,-10.9269,25.21
0-0,-9.08801,-10.9269,25.21,4.56,-9.26955,-11.0579,25.5426
0-0,-9.26955,-11.0579,25.5426,4.57,-9.44493,-11.1603,25.8966
0-0,-9.44493,-11.1603,25.8966,4.58,-9.61185,-11.2311,26.2683
0-0,-9.61185,-11.2311,26.2683,4.59,-9.768,-11.2678,26.6531
0-0,-9.768,-11.2678,26.6531,4.6,-9.91104,-11.2683,27.0463
0-0,-9.91104,-11.2683,27.0463,4.61,-10.0387,-11.2311,27.4424
0-0,-10.0387,-11.2311,27.4424,4.62,-10.1488,-11.1555,27.8357
0-0,-10.1488,-11.1555,27.8357,4.63,-10.2394,-11.0415,28.2201
0-0,-10.2394,-11.0415,28.2201,4.64,-10.3087,-10.89,28.5897
0-0,-10.3087,-10.89,28.5897,4.65,-10.3552,-10.7028,28.9386
0-0,-10.3552,-10.7028,28.9386,4.66,-10.3779,-10.4826,29.2612
0-0,-10.3779,-10.4826,29.2612,4.67,-10.376,-10.2327,29.5522
0-0,-10.376,-10.2327,29.5522,4.68,-10.3492,-9.95731,29.8071
0-0,-10.3492,-9.95731,29.8071,4.69,-10.2978,-9.66115,30.0223
0-0,-10.2978,-9.66115,30.0223,4.7,-10.2222,-9.34934,30.1949
0-0,-10.2222,-9.34934,30.1949,4.71,-10.1236,-9.02724,30.3229
0-0,-10.1236,-9.02724,30.3229,4.72,-10.0035,-8.70027,30.4053
0-0,-10.0035,-8.70027,30.4053,4.73,-9.86364,-8.37374,30.4421
0-0,-9.86364,-8.37374,30.4421,4.74,-9.70626,-8.05266,30.434
0-0,-9.70626,-8.05266,30.434,4.75,-9.53376,-7.74164,30.3828
0-0,-9.53376,-7.74164,30.3828,4.76,-9.34873,-7.44476,30.2906
0-0,-9.34873,-7.44476,30.2906,4.77,-9.15388,-7.16552,30.1603
0-0,-9.15388,-7.16552,30.1603,4.78,-8.95197,-6.9068,29.995
0-0,-8.95197,-6.9068,29.995,4.79,-8.74575,-6.67084,29.7983
0-0,-8.74575,-6.67084,29.7983,4.8,-8.53786,-6.45928,29.5738
0-0,-8.53786,-6.45928,29.5738,4.81,-8.33085,-6.27318,29.3253
0-0,-8.33085,-6.27318,29.3253,4.82,-8.12709,-6.11311,29.0563
0-0,-8.12709,-6.11311,29.0563,4.83,-7.92875,-5.97921,28.7704
0-0,-7.92875,-5.97921,28.7704,4.84,-7.7378,-5.87123,28.4711
0-0,-7.7378,-5.87123,28.4711,4.85,-7.55598,-5.78866,28.1616
0-0,-7.55598,-5.78866,28.1616,4.86,-7.3848,-5.73076,27.8449
0-0,-7.3848,-5.73076,27.8449,4.87,-7.22556,-5.69664,27.5238
0-0,-7.22556,-5.69664,27.5238,4.88,-7.07934,-5.6853,27.201
0-0,-7.07934,-5.6853,27.201,4.89,-6.94702,-5.69571,26.8789
0-0,-6.94702,-5.69571,26.8789,4.9,-6.82928,-5.72681,26.5596
0-0,-6.82928,-5.72681,26.5596,4.91,-6.72667,-5.77758,26.2452
0-0,-6.72667,-5.77758,26.2452,4.92,-6.63957,-5.84701,25.9377
0-0,-6.63957,-5.84701,25.9377,4.93,-6.56823,-5.93419,25.6389
0-0,-6.56823,-5.93419,25.6389,4.94,-6.51279,-6.03822,25.3504
0-0,-6.51279,-6.03822,25.3504,4.95,-6.47332,-6.15829,25.0739
0-0,-6.47332,-6.15829,25.0739,4.96,-6.44977,-6.29364,24.8109
0-0,-6.44977,-6.29364,24.8109,4.97,-6.44205,-6.44356,24.563
0-0,-6.44205,-6.44356,24.563,4.98,-6.45001,-6.60737,24.3316
0-0,-6.45001,-6.60737,24.3316,4.99,-6.47345,-6.78442,24.1181
0-0,-6.47345,-6.78442,24.1181,5,-6.51211,-6.97404,23.9241
0-0,-6.51211,-6.97404,23.9241,5.01,-6.56573,-7.17556,23.751
0-0,-6.56573,-7.17556,23.751,5.02,-6.63396,-7.38823,23.6001
0-0,-6.63396,-7.38823,23.6001,5.03,-6.71645,-7.61128,23.4731
0-0,-6.71645,-7.61128,23.4731,5.04,-6.81278,-7.84379,23.3711
0-0,-6.81278,-7.84379,23.3711,5.05,-6.92249,-8.08475,23.2958
0-0,-6.92249,-8.08475,23.2958,5.06,-7.04505,-8.33297,23.2485
0-0,-7.04505,-8.33297,23.2485,5.07,-7.17986,-8.58709,23.2305
0-0,-7.17986,-8.58709,23.2305,5.08,-7.32625,-8.84556,23.243
0-0,-7.32625,-8.84556,23.243,5.09,-7.48345,-9.10656,23.2873
0-0,-7.48345,-9.10656,23.2873,5.1,-7.65056,-9.36804,23.3643
0-0,-7.65056,-9.36804,23.3643,5.11,-7.82659,-9.62769,23.4748
0-0,-7.82659,-9.62769,23.4748,5.12,-8.01038,-9.88291,23.6195
0-0,-8.01038,-9.88291,23.6195,5.13,-8.20063,-10.1308,23.7985
0-0,-8.20063,-10.1308,23.7985,5.14,-8.3959,-10.3683,24.0117
0-0,-8.3959,-10.3683,24.0117,5.15,-8.59454,-10.592,24.2586
0-0,-8.59454,-10.592,24.2586,5.16,-8.79476,-10.7984,24.5381
0-0,-8.79476,-10.7984,24.5381,5.17,-8.99458,-10.9837,24.8487
0-0,-8.99458,-10.9837,24.8487,5.18,-9.19185,-11.1444,25.1879
0-0,-9.19185,-11.1444,25.1879,5.19,-9.38429,-11.2766,25.553
0-0,-9.38429,-11.2766,25.553,5.2,-9.56949,-11.377,25.9402
0-0,-9.56949,-11.377,25.9402,5.21,-9.74495,-11.4423,26.3454
0-0,-9.74495,-11.4423,26.3454,5.22,-9.90811,-11.4698,26.7635
0-0,-9.90811,-11.4698,26.7635,5.23,-10.0564,-11.4573,27.1889
0-0,-10.0564,-11.4573,27.1889,5.24,-10.1875,-11.4034,27.6157
0-0,-10.1875,-11.4034,27.6157,5.25,-10.2989,-11.3075,28.0373
0-0,-10.2989,-11.3075,28.0373,5.26,-10.3885,-11.1699,28.4472
0-0,-10.3885,-11.1699,28.4472,5.27,-10.4546,-10.9918,28.8387
0-0,-10.4546,-10.9918,28.8387,5.28,-10.4955,-10.7756,29.2054
0-0,-10.4955,-10.7756,29.2054,5.29,-10.5103,-10.5245,29.5411
0-0,-10.5103,-10.5245,29.5411,5.3,-10.4982,-10.2426,29.8404
0-0,-10.4982,-10.2426,29.8404,5.31,-10.4592,-9.93494,30.0988
0-0,-10.4592,-9.93494,30.0988,5.32,-10.3936,-9.60682,30.3123
0-0,-10.3936,-9.60682,30.3123,5.33,-10.3022,-9.26413,30.4784
0-0,-10.3022,-9.26413,30.4784,5.34,-10.1865,-8.91289,30.5953
0-0,-10.1865,-8.91289,30.5953,5.35,-10.0482,-8.5591,30.6624
0-0,-10.0482,-8.5591,30.6624,5.36,-9.88947,-8.20852,30.6803
0-0,-9.88947,-8.20852,30.6803,5.37,-9.71288,-7.8665,30.6503
0-0,-9.71288,-7.8665,30.6503,5.38,-9.52115,-7.53785,30.5746
0-0,-9.52115,-7.53785,30.5746,5.39,-9.31721,-7.22675,30.4561
0-0,-9.31721,-7.22675,30.4561,5.4,-9.10407,-6.93667,30.2982
0-0,-9.10407,-6.93667,30.2982,5.41,-8.88473,-6.67036,30.1045
0-0,-8.88473,-6.67036,30.1045,5.42,-8.66216,-6.42986,29.8792
0-0,-8.66216,-6.42986,29.8792,5.43,-8.43919,-6.21655,29.6263
0-0,-8.43919,-6.21655,29.6263,5.44,-8.21849,-6.03121,29.3497
0-0,-8.21849,-6.03121,29.3497,5.45,-8.00252,-5.87408,29.0536
0-0,-8.00252,-5.87408,29.0536,5.46,-7.7935,-5.74497,28.7416
0-0,-7.7935,-5.74497,28.7416,5.47,-7.59343,-5.64336,28.4173
0-0,-7.59343,-5.64336,28.4173,5.48,-7.40402,-5.56842,28.0841
0-0,-7.40402,-5.56842,28.0841,5.49,-7.22676,-5.51917,27.7451
0-0,-7.22676,-5.51917,27.7451,5.5,-7.06288,-5.4945,27.403
0-0,-7.06288,-5.4945,27.403,5.51,-6.91338,-5.49322,27.0605
0-0,-6.91338,-5.49322,27.0605,5.52,-6.77908,-5.51413,26.7201
0-0,-6.77908,-5.51413,26.7201,5.53,-6.66057,-5.55608,26.3838
0-0,-6.66057,-5.55608,26.3838,5.54,-6.5583,-5.61795,26.0537
0-0,-6.5583,-5.61795,26.0537,5.55,-6.47258,-5.69867,25.7318
0-0,-6.47258,-5.69867,25.7318,5.56,-6.40356,-5.79729,25.4196
0-0,-6.40356,-5.79729,25.4196,5.57,-6.35133,-5.91291,25.119
0-0,-6.35133,-5.91291,25.119,5.58,-6.31586,-6.04473,24.8316
0-0,-6.31586,-6.04473,24.8316,5.59,-6.29706,-6.19201,24.5588
0-0,-6.29706,-6.19201,24.5588,5.6,-6.29479,-6.35407,24.3021
0-0,-6.29479,-6.35407,24.3021,5.61,-6.30885,-6.53027,24.0631
0-0,-6.30885,-6.53027,24.0631,5.62,-6.33899,-6.72001,23.8432
0-0,-6.33899,-6.72001,23.8432,5.63,-6.38495,-6.92267,23.6439
0-0,-6.38495,-6.92267,23.6439,5.64,-6.44643,-7.13761,23.4667
0-0,-6.44643,-7.13761,23.4667,5.65,-6.52307,-7.36414,23.3131
0-0,-6.52307,-7.36414,23.3131,5.66,-6.61451,-7.60151,23.1846
0-0,-6.61451,-7.60151,23.1846,5.67,-6.72032,-7.84883,23.0827
0-0,-6.72032,-7.84883,23.0827,5.68,-6.84004,-8.10509,23.0089
0-0,-6.84004,-8.10509,23.0089,5.69,-6.97314,-8.36908,22.9648
0-0,-6.97314,-8.36908,22.9648,5.7,-7.11902,-8.63942,22.9518
0-0,-7.11902,-8.63942,22.9518,5.71,-7.27698,-8.91447,22.9713
0-0,-7.27698,-8.91447,22.9713,5.72,-7.44623,-9.19233,23.0245
0-0,-7.44623,-9.19233,23.0245,5.73,-7.62587,-9.47082,23.1126
0-0,-7.62587,-9.47082,23.1126,5.74,-7.81485,-9.74745,23.2365
0-0,-7.81485,-9.74745,23.2365,5.75,-8.01197,-10.0194,23.397
0-0,-8.01197,-10.0194,23.397,5.76,-8.21585,-10.2835,23.5943
0-0,-8.21585,-10.2835,23.5943,5.77,-8.42496,-10.5365,23.8283
0-0,-8.42496,-10.5365,23.8283,5.78,-8.63754,-10.7745,24.0985
0-0,-8.63754,-10.7745,24.0985,5.79,-8.85166,-10.9936,24.4039
0-0,-8.85166,-10.9936,24.4039,5.8,-9.06519,-11.1899,24.7425
0-0,-9.06519,-11.1899,24.7425,5.81,-9.27579,-11.359,25.1121
0-0,-9.27579,-11.359,25.1121,5.82,-9.48098,-11.4971,25.5093
0-0,-9.48098,-11.4971,25.5093,5.83,-9.67812,-11.6001,25.9302
0-0,-9.67812,-11.6001,25.9302,5.84,-9.86446,-11.6646,26.37
0-0,-9.86446,-11.6646,26.37,5.85,-10.0372,-11.6875,26.8231
0-0,-10.0372,-11.6875,26.8231,5.86,-10.1936,-11.6665,27.2835
0-0,-10.1936,-11.6665,27.2835,5.87,-10.3309,-11.5999,27.7442
0-0,-10.3309,-11.5999,27.7442,5.88,-10.4466,-11.4873,28.1981
0-0,-10.4466,-11.4873,28.1981,5.89,-10.5383,-11.3291,28.6379
0-0,-10.5383,-11.3291,28.6379,5.9,-10.6041,-11.127,29.0561
0-0,-10.6041,-11.127,29.0561,5.91,-10.6424,-10.8837,29.4457
0-0,-10.6424,-10.8837,29.4457,5.92,-10.6521,-10.6031,29.8002
0-0,-10.6521,-10.6031,29.8002,5.93,-10.6325,-10.2899,30.1135
0-0,-10.6325,-10.2899,30.1135,5.94,-10.5837,-9.94983,30.3808
0-0,-10.5837,-9.94983,30.3808,5.95,-10.506,-9.58911,30.5982
0-0,-10.506,-9.58911,30.5982,5.96,-10.4007,-9.21436,30.7631
0-0,-10.4007,-9.21436,30.7631,5.97,-10.2694,-8.83231,30.874
0-0,-10.2694,-8.83231,30.874,5.98,-10.1141,-8.44961,30.9306
0-0,-10.1141,-8.44961,30.9306,5.99,-9.93739,-8.07253,30.934
0-0,-9.93739,-8.07253,30.934,6,-9.74212,-7.70684,30.886
0-0,-9.74212,-7.70684,30.886,6.01,-9.5314,-7.35765,30.7894
0-0,-9.5314,-7.35765,30.7894,6.02,-9.30847,-7.02925,30.6477
0-0,-9.30847,-7.02925,30.6477,6.03,-9.07666,-6.72516,30.4649
0-0,-9.07666,-6.72516,30.4649,6.04,-8.83926,-6.44804,30.2453
0-0,-8.83926,-6.44804,30.2453,6.05,-8.59946,-6.19977,29.9932
0-0,-8.59946,-6.19977,29.9932,6.06,-8.3603,-5.9815,29.7134
0-0,-8.3603,-5.9815,29.7134,6.07,-8.1246,-5.79372,29.4101
0-0,-8.1246,-5.79372,29.4101,6.08,-7.89494,-5.63639,29.0877
0-0,-7.89494,-5.63639,29.0877,6.09,-7.67361,-5.50902,28.7501
0-0,-7.67361,-5.50902,28.7501,6.1,-7.46265,-5.41077,28.401
0-0,-7.46265,-5.41077,28.401,6.11,-7.26377,-5.34056,28.044
0-0,-7.26377,-5.34056,28.044,6.12,-7.07844,-5.29713,27.6822
0-0,-7.07844,-5.29713,27.6822,6.13,-6.90786,-5.27915,27.3185
0-0,-6.90786,-5.27915,27.3185,6.14,-6.75298,-5.28525,26.9554
0-0,-6.75298,-5.28525,26.9554,6.15,-6.61453,-5.31409,26.5954
0-0,-6.61453,-5.31409,26.5954,6.16,-6.49304,-5.36437,26.2407
0-0,-6.49304,-5.36437,26.2407,6.17,-6.38889,-5.43488,25.8932
0-0,-6.38889,-5.43488,25.8932,6.18,-6.30229,-5.52452,25.5548
0-0,-6.30229,-5.52452,25.5548,6.19,-6.23335,-5.63229,25.2272
0-0,-6.23335,-5.63229,25.2272,6.2,-6.18207,-5.75728,24.912
0-0,-6.18207,-5.75728,24.912,6.21,-6.14836,-5.8987,24.6109
0-0,-6.14836,-5.8987,24.6109,6.22,-6.13208,-6.05583,24.3253
0-0,-6.13208,-6.05583,24.3253,6.23,-6.13304,-6.22805,24.0567
0-0,-6.13304,-6.22805,24.0567,6.24,-6.151,-6.41477,23.8067
0-0,-6.151,-6.41477,23.8067,6.25,-6.1857,-6.61544,23.5767
0-0,-6.1857,-6.61544,23.5767,6.26,-6.23684,-6.82951,23.3682
0-0,-6.23684,-6.82951,23.3682,6.27,-6.30412,-7.05641,23.1828
0-0,-6.30412,-7.05641,23.1828,6.28,-6.38718,-7.29553,23.022
0-0,-6.38718,-7.29553,23.022,6.29,-6.48566,-7.54616,22.8874
0-0,-6.48566,-7.54616,22.8874,6.3,-6.59914,-7.80748,22.7807
0-0,-6.59914,-7.80748,22.7807,6.31,-6.72717,-8.07851,22.7035
0-0,-6.72717,-8.07851,22.7035,6.32,-6.86923,-8.3581,22.6573
0-0,-6.86923,-8.3581,22.6573,6.33,-7.02473,-8.64485,22.6439
0-0,-7.02473,-8.64485,22.6439,6.34,-7.19301,-8.93711,22.6647
0-0,-7.19301,-8.93711,22.6647,6.35,-7.37327,-9.23295,22.7212
0-0,-7.37327,-9.23295,22.7212,6.36,-7.56462,-9.53008,22.8148
0-0,-7.56462,-9.53008,22.8148,6.37,-7.76599,-9.82589,22.9466
0-0,-7.76599,-9.82589,22.9466,6.38,-7.97616,-10.1174,23.1174
0-0,-7.97616,-10.1174,23.1174,6.39,-8.19373,-10.4012,23.3278
0-0,-8.19373,-10.4012,23.3278,6.4,-8.41709,-10.6737,23.5777
0-0,-8.41709,-10.6737,23.5777,6.41,-8.64442,-10.9308,23.8669
0-0,-8.64442,-10.9308,23.8669,6.42,-8.87365,-11.1682,24.1942
0-0,-8.87365,-11.1682,24.1942,6.43,-9.10253,-11.3814,24.5579
0-0,-9.10253,-11.3814,24.5579,6.44,-9.32856,-11.5657,24.9554
0-0,-9.32856,-11.5657,24.9554,6.45,-9.54903,-11.7166,25.3835
0-0,-9.54903,-11.7166,25.3835,6.46,-9.76109,-11.8296,25.8377
0-0,-9.76109,-11.8296,25.8377,6.47,-9.96173,-11.9008,26.313
0-0,-9.96173,-11.9008,26.313,6.48,-10.1479,-11.9267,26.8032
0-0,-10.1479,-11.9267,26.8032,6.49,-10.3165,-11.9044,27.3017
0-0,-10.3165,-11.9044,27.3017,6.5,-10.4645,-11.8323,27.8008
0-0,-10.4645,-11.8323,27.8008,6.51,-10.5891,-11.7094,28.2926
0-0,-10.5891,-11.7094,28.2926,6.52,-10.6877,-11.5365,28.769
0-0,-10.6877,-11.5365,28.769,6.53,-10.7582,-11.3152,29.2216
0-0,-10.7582,-11.3152,29.2216,6.54,-10.7986,-11.0486,29.6425
0-0,-10.7986,-11.0486,29.6425,6.55,-10.8078,-10.7411,30.0245
0-0,-10.8078,-10.7411,30.0245,6.56,-10.7852,-10.3981,30.361
0-0,-10.7852,-10.3981,30.361,6.57,-10.7305,-10.0261,30.6465
0-0,-10.7305,-10.0261,30.6465,6.58,-10.6446,-9.63208,30.877
0-0,-10.6446,-9.63208,30.877,6.59,-10.5286,-9.2235,31.0497
0-0,-10.5286,-9.2235,31.0497,6.6,-10.3843,-8.80795,31.163
0-0,-10.3843,-8.80795,31.163,6.61,-10.2142,-8.39284,31.2171
0-0,-10.2142,-8.39284,31.2171,6.62,-10.021,-7.98512,31.2133
0-0,-10.021,-7.98512,31.2133,6.63,-9.8081,-7.59111,31.1538
0-0,-9.8081,-7.59111,31.1538,6.64,-9.57882,-7.21633,31.0421
0-0,-9.57882,-7.21633,31.0421,6.65,-9.33682,-6.86537,30.8821
0-0,-9.33682,-6.86537,30.8821,6.66,-9.08575,-6.54188,30.6786
0-0,-9.08575,-6.54188,30.6786,6.67,-8.82923,-6.24853,30.4364
0-0,-8.82923,-6.24853,30.4364,6.68,-8.57074,-5.98714,30.1604
0-0,-8.57074,-5.98714,30.1604,6.69,-8.31357,-5.75866,29.8557
0-0,-8.31357,-5.75866,29.8557,6.7,-8.06073,-5.56339,29.5272
0-0,-8.06073,-5.56339,29.5272,6.71,-7.81496,-5.401,29.1793
0-0,-7.81496,-5.401,29.1793,6.72,-7.57869,-5.27072,28.8165
0-0,-7.57869,-5.27072,28.8165,6.73,-7.35401,-5.17141,28.4426
0-0,-7.35401,-5.17141,28.4426,6.74,-7.14271,-5.1017,28.0613
0-0,-7.14271,-5.1017,28.0613,6.75,-6.94625,-5.06009,27.6759
