0-0,0,0,0,0.01,1.00205,5.00125,7.10055
0-0,0,0,0,0.02,1.0042,5.00501,7.20221
0-0,0,0,0,0.03,1.00645,5.01128,7.305
0-0,0,0,0,0.04,1.0088,5.02008,7.40892
0-0,0,0,0,0.05,1.01126,5.03145,7.51398
0-0,0,0,0,0.06,1.01382,5.04541,7.6202
0-0,0,0,0,0.07,1.01648,5.06201,7.72759
0-0,0,0,0,0.08,1.01924,5.0813,7.83616
0-0,0,0,0,0.09,1.02211,5.10334,7.94592
0-0,0,0,0,0.1,1.02508,5.12821,8.05688
