0.9,-9.6922,-10.1578,28.0303
0.91,-9.7311,-10.0425,28.2609
0.92,-9.75432,-9.90667,28.4765
0.93,-9.76148,-9.75207,28.6739
0.94,-9.75242,-9.58085,28.8502
0.95,-9.72723,-9.39549,29.0032
0.96,-9.68622,-9.19873,29.1306
0.97,-9.62996,-8.99348,29.2311
0.98,-9.55923,-8.78277,29.3035
0.99,-9.47503,-8.56963,29.3473
1,-9.37858,-8.35705,29.3623
1.01,-9.27121,-8.14788,29.349
1.02,-9.15443,-7.9448,29.3082
1.03,-9.02983,-7.75024,29.241
1.04,-8.89907,-7.56635,29.1489
1.05,-8.76385,-7.395,29.0337
1.06,-8.62586,-7.23774,28.8973
1.07,-8.48677,-7.09582,28.7418
1.08,-8.3482,-6.97018,28.5695
1.09,-8.21167,-6.8615,28.3826
1.1,-8.07863,-6.77021,28.1834
1.11,-7.95041,-6.69649,27.9742
1.12,-7.82823,-6.64036,27.757
1.13,-7.71318,-6.60165,27.5341
1.14,-7.60622,-6.58007,27.3076
1.15,-7.50821,-6.57523,27.0794
1.16,-7.41985,-6.58664,26.8513
1.17,-7.34175,-6.61377,26.6253
1.18,-7.2744,-6.65602,26.403
1.19,-7.21819,-6.71278,26.1861
1.2,-7.1734,-6.78342,25.976
1.21,-7.14024,-6.86728,25.7744
1.22,-7.11883,-6.96368,25.5825
1.23,-7.10922,-7.07196,25.4019
1.24,-7.11136,-7.19142,25.2337
1.25,-7.12519,-7.32133,25.0793
1.26,-7.15053,-7.46095,24.9399
1.27,-7.18719,-7.60947,24.8165
1.28,-7.23489,-7.76607,24.7105
1.29,-7.29331,-7.92983,24.6227
1.3,-7.36206,-8.09976,24.5543
1.31,-7.44069,-8.27481,24.5061
1.32,-7.5287,-8.4538,24.479
1.33,-7.62551,-8.63547,24.4737
1.34,-7.73046,-8.81841,24.4909
1.35,-7.84284,-9.00112,24.5311
1.36,-7.96183,-9.18195,24.5945
1.37,-8.08655,-9.35914,24.6815
1.38,-8.21601,-9.53083,24.7918
1.39,-8.34914,-9.69502,24.9252
1.4,-8.48478,-9.84967,25.0811
1.41,-8.62169,-9.99264,25.2586
1.42,-8.75852,-10.1218,25.4566
1.43,-8.89386,-10.235,25.6734
1.44,-9.02625,-10.3303,25.9072
1.45,-9.15415,-10.4056,26.1558
1.46,-9.27602,-10.4593,26.4164
1.47,-9.39028,-10.4897,26.6863
1.48,-9.4954,-10.4958,26.9621
1.49,-9.58989,-10.4767,27.2403
1.5,-9.67232,-10.4319,27.5174
1.51,-9.7414,-10.3615,27.7895
1.52,-9.79599,-10.266,28.0527
1.53,-9.83511,-10.1463,28.3034
1.54,-9.85801,-10.0039,28.5379
1.55,-9.86417,-9.84089,28.7527
1.56,-9.85331,-9.65949,28.9449
1.57,-9.82545,-9.46246,29.1117
1.58,-9.78085,-9.25282,29.251
1.59,-9.72007,-9.03378,29.3612
1.6,-9.64391,-8.80865,29.441
1.61,-9.5534,-8.58077,29.4899
1.62,-9.44983,-8.35344,29.5078
1.63,-9.33463,-8.12975,29.4951
1.64,-9.20941,-7.91264,29.4529
1.65,-9.07586,-7.70473,29.3822
1.66,-8.93579,-7.50836,29.285
1.67,-8.79099,-7.32554,29.1629
1.68,-8.6433,-7.15788,29.0183
1.69,-8.49449,-7.00672,28.8534
1.7,-8.3463,-6.87303,28.6707
1.71,-8.20037,-6.75749,28.4724
1.72,-8.05822,-6.66049,28.2612
1.73,-7.92127,-6.5822,28.0394
1.74,-7.79081,-6.52256,27.8093
1.75,-7.66798,-6.48136,27.5733
1.76,-7.5538,-6.45823,27.3334
1.77,-7.44914,-6.45273,27.0919
1.78,-7.35475,-6.46429,26.8505
1.79,-7.27123,-6.49231,26.6113
1.8,-7.19911,-6.53617,26.376
1.81,-7.13876,-6.5952,26.1462
1.82,-7.09048,-6.66871,25.9237
1.83,-7.05446,-6.75604,25.7098
1.84,-7.03082,-6.85648,25.5062
1.85,-7.01959,-6.96935,25.3141
1.86,-7.02075,-7.09394,25.135
1.87,-7.03419,-7.22952,24.9701
1.88,-7.05975,-7.37535,24.8207
1.89,-7.09723,-7.53065,24.6881
1.9,-7.14634,-7.69456,24.5733
1.91,-7.20675,-7.86621,24.4776
1.92,-7.27809,-8.0446,24.402
1.93,-7.3599,-8.22867,24.3475
1.94,-7.45166,-8.41727,24.315
1.95,-7.55281,-8.60906,24.3054
1.96,-7.66268,-8.80268,24.3194
1.97,-7.78055,-8.99654,24.3576
1.98,-7.90559,-9.18896,24.4204
1.99,-8.03691,-9.3781,24.5081
2,-8.17348,-9.562,24.6207
2.01,-8.31423,-9.73856,24.758
2.02,-8.45793,-9.90558,24.9194
2.03,-8.6033,-10.0608,25.1042
2.04,-8.74895,-10.2019,25.3112
2.05,-8.89338,-10.3265,25.5388
2.06,-9.03503,-10.4323,25.7852
2.07,-9.17229,-10.5173,26.0479
2.08,-9.30348,-10.5795,26.3243
2.09,-9.42693,-10.617,26.6114
2.1,-9.54095,-10.6285,26.9056
2.11,-9.64391,-10.613,27.2032
2.12,-9.73427,-10.5698,27.5004
2.13,-9.81057,-10.4989,27.793
2.14,-9.87154,-10.4007,28.0767
2.15,-9.91607,-10.2762,28.3476
2.16,-9.94331,-10.1269,28.6016
2.17,-9.95262,-9.95478,28.8349
2.18,-9.94368,-9.7625,29.0442
2.19,-9.91642,-9.55292,29.2264
2.2,-9.87111,-9.32933,29.3793
2.21,-9.8083,-9.09523,29.5008
2.22,-9.72882,-8.85424,29.5898
2.23,-9.63379,-8.61003,29.6454
2.24,-9.52456,-8.36619,29.6677
2.25,-9.40267,-8.12613,29.6571
2.26,-9.26985,-7.89306,29.6145
2.27,-9.12794,-7.66984,29.5415
2.28,-8.97888,-7.45903,29.4399
2.29,-8.82463,-7.26275,29.3116
2.3,-8.66716,-7.08281,29.1592
2.31,-8.50839,-6.92056,28.9851
2.32,-8.3502,-6.77705,28.7919
2.33,-8.19433,-6.65295,28.5822
2.34,-8.04245,-6.54866,28.3587
2.35,-7.89606,-6.46429,28.1239
2.36,-7.75653,-6.39974,27.8804
2.37,-7.62508,-6.35472,27.6305
2.38,-7.50279,-6.32882,27.3766
2.39,-7.39057,-6.3215,27.1208
2.4,-7.28921,-6.33213,26.8652
2.41,-7.19935,-6.36005,26.6118
2.42,-7.1215,-6.40458,26.3623
2.43,-7.05608,-6.46498,26.1186
2.44,-7.00337,-6.54055,25.8822
2.45,-6.96357,-6.63057,25.6548
2.46,-6.93679,-6.73432,25.4379
2.47,-6.92307,-6.8511,25.2329
2.48,-6.92237,-6.9802,25.0412
2.49,-6.93459,-7.12089,24.8642
2.5,-6.95957,-7.27244,24.7031
2.51,-6.99708,-7.43407,24.5594
2.52,-7.04687,-7.60497,24.4341
2.53,-7.10859,-7.78424,24.3284
2.54,-7.18186,-7.97094,24.2436
2.55,-7.26624,-8.16401,24.1807
2.56,-7.36123,-8.3623,24.1407
2.57,-7.46625,-8.56449,24.1246
2.58,-7.58065,-8.7692,24.1332
2.59,-7.7037,-8.97481,24.1673
2.6,-7.83458,-9.17961,24.2273
2.61,-7.97239,-9.38172,24.3136
2.62,-8.11609,-9.57905,24.4264
2.63,-8.26459,-9.76945,24.5657
2.64,-8.41664,-9.95054,24.7309
2.65,-8.5709,-10.1199,24.9214
2.66,-8.72594,-10.275,25.1361
2.67,-8.88019,-10.4134,25.3734
2.68,-9.03201,-10.5324,25.6316
2.69,-9.17968,-10.6298,25.9081
2.7,-9.32142,-10.7032,26.2003
2.71,-9.45542,-10.7506,26.505
2.72,-9.57985,-10.7704,26.8185
2.73,-9.69294,-10.7612,27.1369
2.74,-9.79295,-10.7223,27.4559
2.75,-9.87829,-10.6533,27.7711
2.76,-9.9475,-10.5546,28.078
2.77,-9.99934,-10.4271,28.372
2.78,-10.0328,-10.2723,28.6487
2.79,-10.047,-10.0923,28.9039
2.8,-10.0417,-9.8898,29.1339
2.81,-10.0167,-9.66792,29.3353
2.82,-9.97209,-9.43017,29.5053
2.83,-9.90852,-9.1804,29.6418
2.84,-9.82681,-8.92255,29.7433
2.85,-9.7281,-8.66066,29.809
2.86,-9.61383,-8.39868,29.8386
2.87,-9.48566,-8.1404,29.8327
2.88,-9.34542,-7.8893,29.7923
2.89,-9.19512,-7.64861,29.7189
2.9,-9.03683,-7.42108,29.6146
2.91,-8.87268,-7.20909,29.4816
2.92,-8.70481,-7.01456,29.3224
2.93,-8.53532,-6.839,29.1399
2.94,-8.36621,-6.6835,28.9367
2.95,-8.19939,-6.54878,28.7158
2.96,-8.03665,-6.43522,28.48
2.97,-7.87962,-6.3429,28.2321
2.98,-7.72977,-6.27169,27.9748
2.99,-7.58841,-6.22122,27.7106
3,-7.45669,-6.191,27.4419
3.01,-7.33558,-6.18042,27.171
3.02,-7.22591,-6.18877,26.9002
3.03,-7.12835,-6.21533,26.6314
3.04,-7.04346,-6.25933,26.3666
3.05,-6.97165,-6.31999,26.1075
3.06,-6.91321,-6.39655,25.8559
3.07,-6.86837,-6.48826,25.6135
3.08,-6.83722,-6.59437,25.3817
3.09,-6.8198,-6.71417,25.162
3.1,-6.81607,-6.84694,24.956
3.11,-6.82593,-6.99196,24.7649
3.12,-6.84921,-7.14851,24.5901
3.13,-6.88571,-7.31583,24.4331
3.14,-6.93514,-7.49314,24.295
3.15,-6.99719,-7.67958,24.1771
3.16,-7.07148,-7.87422,24.0806
3.17,-7.15758,-8.07605,24.0068
3.18,-7.255,-8.28394,23.9567
3.19,-7.36317,-8.4966,23.9314
3.2,-7.48146,-8.71266,23.9319
3.21,-7.60916,-8.9305,23.959
3.22,-7.74545,-9.1484,24.0134
3.23,-7.88943,-9.36443,24.0956
3.24,-8.04009,-9.57645,24.206
3.25,-8.1963,-9.78219,24.3445
3.26,-8.35683,-9.9792,24.511
3.27,-8.5203,-10.1649,24.7049
3.28,-8.68523,-10.3365,24.9252
3.29,-8.85,-10.4913,25.1705
3.3,-9.0129,-10.6266,25.439
3.31,-9.17211,-10.7395,25.7284
3.32,-9.32574,-10.8277,26.0359
3.33,-9.47184,-10.8886,26.3582
3.34,-9.60843,-10.9203,26.6915
3.35,-9.73356,-10.9212,27.0317
3.36,-9.84533,-10.8901,27.3743
3.37,-9.94194,-10.8265,27.7145
3.38,-10.0217,-10.7305,28.0472
3.39,-10.0832,-10.6028,28.3677
3.4,-10.1253,-10.4448,28.6709
3.41,-10.1469,-10.2588,28.9522
3.42,-10.1475,-10.0475,29.2073
3.43,-10.1269,-9.81404,29.4324
3.44,-10.085,-9.56238,29.6243
3.45,-10.0225,-9.29659,29.7805
3.46,-9.94019,-9.02102,29.8991
3.47,-9.83916,-8.7401,29.9791
3.48,-9.72092,-8.45821,30.0201
3.49,-9.58724,-8.17954,30.0227
3.5,-9.44007,-7.90804,29.9878
3.51,-9.28156,-7.6472,29.917
3.52,-9.11396,-7.4002,29.8125
3.53,-8.93958,-7.16962,29.6768
3.54,-8.76074,-6.95764,29.5126
3.55,-8.57971,-6.76591,29.3229
3.56,-8.39869,-6.59565,29.1107
3.57,-8.21977,-6.44762,28.8792
3.58,-8.04489,-6.32223,28.6315
3.59,-7.87581,-6.21955,28.3704
3.6,-7.71414,-6.13939,28.099
3.61,-7.5613,-6.08132,27.8199
3.62,-7.41852,-6.04477,27.5358
3.63,-7.28687,-6.02905,27.249
3.64,-7.16723,-6.03338,26.9619
3.65,-7.06032,-6.05692,26.6766
3.66,-6.96672,-6.09883,26.395
3.67,-6.88687,-6.15829,26.1192
3.68,-6.82109,-6.23445,25.8508
3.69,-6.76959,-6.32653,25.5916
3.7,-6.7325,-6.43375,25.343
3.71,-6.70984,-6.55538,25.1067
3.72,-6.70158,-6.69067,24.8842
3.73,-6.70762,-6.83894,24.6768
3.74,-6.72779,-6.99947,24.486
3.75,-6.76187,-7.17153,24.3132
3.76,-6.80962,-7.35438,24.1596
3.77,-6.87071,-7.5472,24.0267
3.78,-6.94479,-7.74912,23.9157
3.79,-7.03143,-7.95916,23.8279
3.8,-7.13017,-8.17627,23.7646
3.81,-7.24046,-8.39919,23.7268
3.82,-7.3617,-8.62659,23.7158
3.83,-7.49319,-8.8569,23.7324
3.84,-7.63416,-9.0884,23.7776
3.85,-7.78373,-9.31914,23.8521
3.86,-7.94089,-9.54697,23.9564
3.87,-8.10455,-9.76957,24.0907
3.88,-8.27346,-9.98436,24.2551
3.89,-8.44625,-10.1886,24.4491
3.9,-8.62141,-10.3795,24.6719
3.91,-8.79729,-10.5539,24.9225
3.92,-8.97211,-10.7088,25.199
3.93,-9.14398,-10.8413,25.4993
3.94,-9.31089,-10.9484,25.8207
3.95,-9.47077,-11.0273,26.1598
3.96,-9.62149,-11.0756,26.5129
3.97,-9.76089,-11.0914,26.8755
3.98,-9.88689,-11.0729,27.2431
3.99,-9.99744,-11.0194,27.6104
4,-10.0907,-10.9305,27.972
4.01,-10.1649,-10.8067,28.3226
4.02,-10.2186,-10.6493,28.6567
4.03,-10.2507,-10.4603,28.969
4.04,-10.2603,-10.2425,29.2546
4.05,-10.247,-9.99925,29.5092
4.06,-10.2108,-9.73463,29.7289
4.07,-10.152,-9.45304,29.9107
4.08,-10.0713,-9.15923,30.0524
4.09,-9.97001,-8.85809,30.1525
4.1,-9.84951,-8.55447,30.2105
4.11,-9.71166,-8.25308,30.2266
4.12,-9.55853,-7.95834,30.2019
4.13,-9.39241,-7.67424,30.1379
4.14,-9.21572,-7.40434,30.0369
4.15,-9.03097,-7.15163,29.9016
4.16,-8.84069,-6.91856,29.735
4.17,-8.64737,-6.70704,29.5402
4.18,-8.45341,-6.51843,29.3206
4.19,-8.26111,-6.35362,29.0796
4.2,-8.0726,-6.21307,28.8205
4.21,-7.88982,-6.09685,28.5467
4.22,-7.71456,-6.00475,28.2611
4.23,-7.54835,-5.93628,27.9668
4.24,-7.39256,-5.89079,27.6666
4.25,-7.24835,-5.86747,27.3631
4.26,-7.11668,-5.86546,27.0586
4.27,-6.99834,-5.88384,26.7555
4.28,-6.89396,-5.92166,26.4559
4.29,-6.80402,-5.978,26.1617
4.3,-6.72885,-6.05197,25.8747
4.31,-6.6687,-6.1427,25.5967
4.32,-6.62368,-6.24939,25.3293
4.33,-6.59384,-6.37125,25.0742
4.34,-6.57914,-6.50757,24.8328
4.35,-6.57948,-6.65763,24.6065
4.36,-6.59471,-6.82073,24.397
4.37,-6.62461,-6.9962,24.2055
4.38,-6.66893,-7.18332,24.0334
4.39,-6.72738,-7.38133,23.8822
4.4,-6.7996,-7.58944,23.7533
4.41,-6.88521,-7.80675,23.6479
4.42,-6.98375,-8.03225,23.5675
4.43,-7.09473,-8.26481,23.5133
4.44,-7.21756,-8.50312,23.4866
4.45,-7.35161,-8.74573,23.4885
4.46,-7.49613,-8.99095,23.5201
4.47,-7.65028,-9.23687,23.5824
4.48,-7.81311,-9.48139,23.6759
4.49,-7.98355,-9.72211,23.8013
4.5,-8.16039,-9.95643,23.9589
4.51,-8.34228,-10.1815,24.1484
4.52,-8.52772,-10.3944,24.3695
4.53,-8.71504,-10.5918,24.6211
4.54,-8.90243,-10.7704,24.9019
4.55,-9.08795,-10.9268,25.2099
4.56,-9.26949,-11.0579,25.5425
4.57,-9.44487,-11.1603,25.8965
4.58,-9.6118,-11.2311,26.2681
4.59,-9.76795,-11.2678,26.653
4.6,-9.911,-11.2683,27.0462
4.61,-10.0387,-11.2311,27.4423
4.62,-10.1488,-11.1555,27.8355
4.63,-10.2394,-11.0415,28.22
4.64,-10.3087,-10.8901,28.5896
4.65,-10.3552,-10.7029,28.9385
4.66,-10.3779,-10.4827,29.261
4.67,-10.376,-10.2328,29.5521
4.68,-10.3492,-9.95741,29.8071
4.69,-10.2978,-9.66125,30.0223
4.7,-10.2222,-9.34945,30.1948
4.71,-10.1236,-9.02735,30.3228
4.72,-10.0035,-8.70039,30.4053
4.73,-9.86369,-8.37385,30.442
4.74,-9.70632,-8.05277,30.434
4.75,-9.53382,-7.74175,30.3828
4.76,-9.34879,-7.44485,30.2906
4.77,-9.15395,-7.16562,30.1603
4.78,-8.95205,-6.90689,29.9951
4.79,-8.74582,-6.67092,29.7984
4.8,-8.53794,-6.45935,29.5739
4.81,-8.33092,-6.27324,29.3254
4.82,-8.12716,-6.11317,29.0564
4.83,-7.92882,-5.97925,28.7705
4.84,-7.73786,-5.87127,28.4712
4.85,-7.55604,-5.78869,28.1617
4.86,-7.38486,-5.73078,27.845
4.87,-7.22562,-5.69665,27.524
4.88,-7.07939,-5.6853,27.2011
4.89,-6.94706,-5.6957,26.879
4.9,-6.82932,-5.72679,26.5597
4.91,-6.72671,-5.77756,26.2453
4.92,-6.6396,-5.84698,25.9378
4.93,-6.56825,-5.93415,25.639
4.94,-6.51281,-6.03817,25.3505
4.95,-6.47333,-6.15824,25.074
4.96,-6.44977,-6.29358,24.811
4.97,-6.44205,-6.4435,24.5631
4.98,-6.45,-6.60731,24.3317
4.99,-6.47343,-6.78435,24.1182
5,-6.5121,-6.97397,23.9242
5.01,-6.56571,-7.17548,23.751
5.02,-6.63394,-7.38815,23.6002
5.03,-6.71642,-7.6112,23.4731
5.04,-6.81275,-7.84371,23.3712
5.05,-6.92245,-8.08466,23.2958
5.06,-7.045,-8.33288,23.2485
5.07,-7.17981,-8.58701,23.2305
5.08,-7.3262,-8.84546,23.243
5.09,-7.48339,-9.10647,23.2873
5.1,-7.6505,-9.36795,23.3643
5.11,-7.82652,-9.6276,23.4748
5.12,-8.01031,-9.88282,23.6194
5.13,-8.20056,-10.1307,23.7984
5.14,-8.39583,-10.3682,24.0116
5.15,-8.59447,-10.5919,24.2585
5.16,-8.79469,-10.7983,24.538
5.17,-8.99451,-10.9837,24.8485
5.18,-9.19178,-11.1443,25.1878
5.19,-9.38423,-11.2766,25.5528
5.2,-9.56943,-11.3769,25.9401
5.21,-9.74489,-11.4423,26.3452
5.22,-9.90805,-11.4698,26.7633
5.23,-10.0564,-11.4573,27.1888
5.24,-10.1874,-11.4034,27.6155
5.25,-10.2988,-11.3075,28.0372
5.26,-10.3885,-11.1699,28.4471
5.27,-10.4546,-10.9919,28.8386
5.28,-10.4955,-10.7757,29.2052
5.29,-10.5103,-10.5246,29.541
5.3,-10.4983,-10.2428,29.8403
5.31,-10.4592,-9.93506,30.0987
5.32,-10.3936,-9.60694,30.3122
5.33,-10.3023,-9.26426,30.4783
5.34,-10.1866,-8.91303,30.5952
5.35,-10.0482,-8.55925,30.6624
5.36,-9.88954,-8.20865,30.6803
5.37,-9.71295,-7.86664,30.6503
5.38,-9.52123,-7.53798,30.5747
5.39,-9.31729,-7.22687,30.4562
5.4,-9.10415,-6.93679,30.2982
5.41,-8.88482,-6.67046,30.1046
5.42,-8.66225,-6.42996,29.8793
5.43,-8.43928,-6.21663,29.6264
5.44,-8.21857,-6.03128,29.3499
5.45,-8.0026,-5.87413,29.0537
5.46,-7.79359,-5.74502,28.7417
5.47,-7.59351,-5.64339,28.4175
5.48,-7.4041,-5.56844,28.0843
5.49,-7.22683,-5.51919,27.7452
5.5,-7.06294,-5.4945,27.4031
5.51,-6.91344,-5.49321,27.0607
5.52,-6.77913,-5.51412,26.7202
5.53,-6.66061,-5.55606,26.3839
5.54,-6.55834,-5.61792,26.0539
5.55,-6.47261,-5.69864,25.7319
5.56,-6.40359,-5.79725,25.4198
5.57,-6.35135,-5.91286,25.1192
5.58,-6.31587,-6.04468,24.8317
5.59,-6.29707,-6.19195,24.5589
5.6,-6.29479,-6.354,24.3022
5.61,-6.30884,-6.5302,24.0632
5.62,-6.33898,-6.71993,23.8433
5.63,-6.38493,-6.92258,23.644
5.64,-6.4464,-7.13752,23.4668
5.65,-6.52304,-7.36405,23.3132
5.66,-6.61447,-7.60142,23.1846
5.67,-6.72028,-7.84873,23.0827
5.68,-6.83999,-8.10499,23.009
5.69,-6.97309,-8.36898,22.9648
5.7,-7.11896,-8.63932,22.9518
5.71,-7.27691,-8.91437,22.9712
5.72,-7.44617,-9.19222,23.0245
5.73,-7.6258,-9.47072,23.1126
5.74,-7.81477,-9.74734,23.2365
5.75,-8.01189,-10.0193,23.3969
5.76,-8.21577,-10.2834,23.5942
5.77,-8.42487,-10.5364,23.8282
5.78,-8.63746,-10.7744,24.0984
5.79,-8.85158,-10.9935,24.4037
5.8,-9.06511,-11.1898,24.7424
5.81,-9.27571,-11.359,25.1119
5.82,-9.4809,-11.497,25.5091
5.83,-9.67804,-11.6001,25.93
5.84,-9.86439,-11.6646,26.3698
5.85,-10.0371,-11.6875,26.823
5.86,-10.1935,-11.6665,27.2833
5.87,-10.3309,-11.6,27.744
5.88,-10.4465,-11.4873,28.1979
5.89,-10.5383,-11.3292,28.6377
5.9,-10.6041,-11.1271,29.0559
5.91,-10.6424,-10.8838,29.4456
5.92,-10.6521,-10.6032,29.8
5.93,-10.6325,-10.29,30.1134
5.94,-10.5837,-9.94998,30.3807
5.95,-10.5061,-9.58927,30.5981
5.96,-10.4008,-9.21452,30.763
5.97,-10.2694,-8.83248,30.8739
5.98,-10.1142,-8.44977,30.9306
5.99,-9.93747,-8.07269,30.934
6,-9.74221,-7.70701,30.886
6.01,-9.53149,-7.35779,30.7895
6.02,-9.30857,-7.0294,30.6478
6.03,-9.07676,-6.72529,30.465
6.04,-8.83936,-6.44815,30.2454
6.05,-8.59957,-6.19988,29.9934
6.06,-8.3604,-5.98158,29.7135
6.07,-8.1247,-5.79379,29.4103
6.08,-7.89504,-5.63645,29.0878
6.09,-7.67371,-5.50907,28.7502
6.1,-7.46273,-5.41081,28.4012
6.11,-7.26385,-5.34058,28.0442
6.12,-7.07852,-5.29714,27.6824
6.13,-6.90793,-5.27915,27.3186
6.14,-6.75304,-5.28525,26.9556
6.15,-6.61458,-5.31407,26.5956
6.16,-6.49309,-5.36434,26.2408
6.17,-6.38893,-5.43484,25.8933
6.18,-6.30233,-5.52448,25.5549
6.19,-6.23338,-5.63224,25.2273
6.2,-6.18208,-5.75722,24.9121
6.21,-6.14837,-5.89863,24.611
6.22,-6.13208,-6.05576,24.3254
6.23,-6.13303,-6.22798,24.0568
6.24,-6.15099,-6.41469,23.8068
6.25,-6.18568,-6.61535,23.5768
6.26,-6.23682,-6.82941,23.3683
6.27,-6.30409,-7.05631,23.1828
6.28,-6.38714,-7.29542,23.022
6.29,-6.48561,-7.54605,22.8875
6.3,-6.59909,-7.80737,22.7807
6.31,-6.72711,-8.07839,22.7035
6.32,-6.86916,-8.35798,22.6573
6.33,-7.02466,-8.64473,22.6439
6.34,-7.19293,-8.93699,22.6647
6.35,-7.37319,-9.23282,22.7212
6.36,-7.56453,-9.52995,22.8148
6.37,-7.7659,-9.82576,22.9465
6.38,-7.97607,-10.1173,23.1173
6.39,-8.19364,-10.4011,23.3277
6.4,-8.41699,-10.6736,23.5776
6.41,-8.64432,-10.9307,23.8667
6.42,-8.87355,-11.1681,24.194
6.43,-9.10243,-11.3813,24.5577
6.44,-9.32846,-11.5656,24.9552
6.45,-9.54893,-11.7165,25.3833
6.46,-9.761,-11.8296,25.8375
6.47,-9.96164,-11.9008,26.3128
6.48,-10.1478,-11.9267,26.803
6.49,-10.3164,-11.9044,27.3015
6.5,-10.4644,-11.8323,27.8006
6.51,-10.5891,-11.7095,28.2924
6.52,-10.6877,-11.5366,28.7687
6.53,-10.7582,-11.3153,29.2214
6.54,-10.7986,-11.0487,29.6423
6.55,-10.8078,-10.7412,30.0243
6.56,-10.7852,-10.3983,30.3608
6.57,-10.7306,-10.0263,30.6464
6.58,-10.6446,-9.63226,30.8769
6.59,-10.5286,-9.22369,31.0496
6.6,-10.3844,-8.80815,31.163
6.61,-10.2142,-8.39303,31.2171
6.62,-10.0211,-7.9853,31.2133
6.63,-9.8082,-7.5913,31.1538
6.64,-9.57893,-7.2165,31.0421
6.65,-9.33693,-6.86553,30.8822
6.66,-9.08587,-6.54203,30.6787
6.67,-8.82935,-6.24866,30.4365
6.68,-8.57086,-5.98725,30.1606
6.69,-8.31369,-5.75876,29.8559
6.7,-8.06084,-5.56347,29.5273
6.71,-7.81507,-5.40107,29.1795
6.72,-7.5788,-5.27077,28.8167
6.73,-7.35411,-5.17144,28.4428
6.74,-7.1428,-5.10173,28.0615
6.75,-6.94634,-5.06011,27.676
6.76,-6.7659,-5.045,27.2894
