2097152,97813,21426996,21695955,1
2097152,97871,22155219,22422192,1
2097152,97496,20445445,20713246,1
2097152,97752,21057338,21328329,1
2097152,98172,20950000,21219094,1
2097152,99669,21080745,21356464,1
2097152,97660,22722352,22987388,1
2097152,97557,20122266,20388697,1
2097152,98341,19843444,20110961,1
2097152,97790,20485380,20751433,1
2097152,111338,9605506,9890276,4
2097152,107492,8990202,9298647,4
2097152,103564,8799636,9075320,4
2097152,121956,11087685,11416475,4
2097152,105613,9188057,9480172,4
2097152,105158,9356771,9643727,4
2097152,146556,10086179,10448391,4
2097152,98988,9433425,9711908,4
2097152,104834,8611460,8902560,4
2097152,105573,9495219,9785435,4
2097152,100606,9498995,9777031,8
2097152,106540,9249796,9544110,8
2097152,101373,8874788,9178888,8
2097152,96982,9079485,9346107,8
2097152,102112,10101123,10384208,8
2097152,106104,9358843,9675560,8
2097152,115698,11339437,11658016,8
2097152,98590,10149581,10418646,8
2097152,106156,9882151,10171106,8
2097152,99505,11145753,11425108,8
