2097152,9432235,12117077,21563768,1
2097152,8440133,13339242,21794089,1
2097152,8083646,12282178,20380594,1
2097152,8640908,12737867,21393672,1
2097152,8238677,12462636,20716273,1
2097152,8810910,13024599,21850453,1
2097152,8017802,12162291,20194970,1
2097152,8048677,12062121,20125724,1
2097152,8036058,12049839,20100821,1
2097152,8032546,12057144,20104736,1
2097152,8420774,4803987,13237796,4
2097152,8565353,5003148,13581544,4
2097152,9152501,5132785,14298420,4
2097152,8270662,5140492,13424158,4
2097152,8277867,5305492,13596354,4
2097152,8067565,5207790,13288270,4
2097152,9117747,4885923,14016651,4
2097152,8112735,4976039,13101667,4
2097152,8391035,5236237,13640505,4
2097152,8066555,5159274,13238658,4
2097152,9128885,5330661,14472439,8
2097152,8746902,5365086,14124859,8
2097152,8444977,5100306,13558408,8
2097152,8542365,4918857,13474227,8
2097152,8259605,5014305,13286750,8
2097152,9041204,5499971,14554153,8
2097152,8245111,5857319,14115356,8
2097152,8817647,5740435,14571120,8
2097152,8321640,5355903,13690426,8
2097152,9140813,5665915,14819540,8
