0	 3249
5	 3249
10	 3249
15	 3249
20	 3249
25	 3249
30	 3249
35	 3249
40	 3249
45	 3249
50	 3249
55	 3249
60	 3249
65	 3249
70	 3249
75	 3249
80	 3249
85	 3249
90	 3249
95	 3249
100	 3249
105	 3249
110	 3249
115	 3249
120	 3249
125	 3249
130	 3249
135	 3249
140	 3249
145	 3249
150	 3249
155	 3249
160	 3249
165	 3249
170	 3249
175	 3249
180	 3249
185	 3249
190	 3249
195	 3249
200	 3249
205	 3249
210	 3249
215	 3249
220	 3249
225	 3249
230	 3249
235	 3249
240	 3249
245	 3249
250	 3249
255	 3249
260	 3249
265	 3249
270	 3249
275	 3249
280	 3249
285	 3249
290	 3249
295	 3249
300	 3249
305	 3249
310	 3249
315	 3249
320	 3249
325	 3249
330	 3249
335	 3249
340	 3249
345	 3249
350	 3249
355	 3249
360	 3249
365	 3249
370	 3591
375	 4046
380	 4488
385	 4890
390	 5320
395	 5707
400	 6057
405	 6332
410	 6453
415	 6490
420	 6497
425	 6498
430	 6498
435	 6498
440	 6498
445	 6498
450	 6498
455	 6498
460	 6498
465	 6498
470	 6498
475	 6498
480	 6498
485	 6498
490	 6498
495	 6498
500	 6498
505	 6498
510	 6498
515	 6498
520	 6498
525	 6498
530	 6498
535	 6498
540	 6498
545	 6498
550	 6498
555	 6498
560	 6498
565	 6498
570	 6498
575	 6498
580	 6498
585	 6498
590	 6498
595	 6498
600	 6498
605	 6498
610	 6498
615	 6498
620	 6498
625	 6498
630	 6498
635	 6498
640	 6498
645	 6498
650	 6498
655	 6498
660	 6498
665	 6498
670	 6498
675	 6498
680	 6498
685	 6498
690	 6498
695	 6498
700	 6498
705	 6498
710	 6498
715	 6498
720	 6498
725	 6498
730	 6498
735	 6498
740	 6520
745	 6684
750	 6972
755	 7369
760	 7883
765	 8513
770	 9240
775	 9963
780	 10655
785	 11312
790	 11891
795	 12279
800	 12551
805	 12784
810	 12917
815	 12968
820	 12988
825	 12993
830	 12995
835	 12995
840	 12995
845	 12996
850	 12996
855	 12996
860	 12996
865	 12996
870	 12996
875	 12996
880	 12996
885	 12996
890	 12996
895	 12996
900	 12996
905	 12996
910	 12996
915	 12996
920	 12996
925	 12996
930	 12996
935	 12996
940	 12996
945	 12996
950	 12996
955	 12996
960	 12996
965	 12996
970	 12996
975	 12996
980	 12996
985	 12996
990	 12996
995	 12996
1000	 12996
1005	 12996
1010	 12996
1015	 12996
1020	 12996
1025	 12996
1030	 12996
1035	 12996
1040	 12996
1045	 12996
1050	 12996
1055	 12996
1060	 12996
1065	 12996
1070	 12996
1075	 12996
1080	 12996
1085	 12996
1090	 12996
1095	 12996
1100	 12996
1105	 12996
1110	 12996
1115	 13013
1120	 13074
1125	 13246
1130	 13541
1135	 14002
1140	 14681
1145	 15439
1150	 16316
1155	 17252
1160	 18178
1165	 19051
1170	 19810
1175	 20424
1180	 20917
1185	 21331
1190	 21617
1195	 21823
1200	 21962
1205	 22048
1210	 22121
1215	 22170
1220	 22214
1225	 22260
1230	 22291
1235	 22323
1240	 22347
1245	 22371
1250	 22390
1255	 22414
1260	 22430
1265	 22451
1270	 22466
1275	 22491
1280	 22506
1285	 22531
1290	 22555
1295	 22572
1300	 22593
1305	 22621
1310	 22643
1315	 22665
1320	 22678
1325	 22698
1330	 22722
1335	 22744
1340	 22761
1345	 22780
1350	 22797
1355	 22807
1360	 22826
1365	 22849
1370	 22865
1375	 22885
1380	 22901
1385	 22918
1390	 22940
1395	 22961
1400	 22983
1405	 23001
1410	 23015
1415	 23032
1420	 23056
1425	 23074
1430	 23092
1435	 23106
1440	 23125
1445	 23143
1450	 23165
1455	 23179
1460	 23198
1465	 23215
1470	 23241
1475	 23261
1480	 23283
1485	 23307
1490	 23346
1495	 23391
1500	 23467
1505	 23599
1510	 23829
1515	 24176
1520	 24673
1525	 25247
1530	 25855
1535	 26603
1540	 27365
1545	 28129
1550	 28826
1555	 29464
1560	 30041
1565	 30529
1570	 30923
1575	 31265
1580	 31518
1585	 31740
1590	 31914
1595	 32060
1600	 32167
1605	 32274
1610	 32352
1615	 32417
1620	 32475
1625	 32537
1630	 32597
1635	 32647
1640	 32684
1645	 32724
1650	 32775
1655	 32831
1660	 32876
1665	 32915
1670	 32974
1675	 33021
1680	 33066
1685	 33110
1690	 33153
1695	 33194
1700	 33238
1705	 33274
1710	 33314
1715	 33362
1720	 33404
1725	 33445
1730	 33474
1735	 33513
1740	 33543
1745	 33573
1750	 33606
1755	 33638
1760	 33672
1765	 33721
1770	 33757
1775	 33794
1780	 33832
1785	 33869
1790	 33906
1795	 33928
1800	 33964
1805	 34003
1810	 34035
1815	 34066
1820	 34095
1825	 34138
1830	 34175
1835	 34213
1840	 34247
1845	 34281
1850	 34309
1855	 34352
1860	 34382
1865	 34419
1870	 34462
1875	 34516
1880	 34587
1885	 34708
1890	 34880
1895	 35114
1900	 35420
1905	 35830
1910	 36355
1915	 36891
1920	 37490
1925	 38150
1930	 38810
1935	 39468
1940	 40076
1945	 40638
1950	 41146
1955	 41590
1960	 42015
1965	 42337
1970	 42626
1975	 42846
1980	 42996
1985	 43155
1990	 43319
1995	 43440
2000	 43528
2005	 43636
2010	 43716
2015	 43799
2020	 43896
2025	 43957
2030	 44039
2035	 44110
2040	 44176
2045	 44249
2050	 44317
2055	 44372
2060	 44424
2065	 44473
2070	 44538
2075	 44584
2080	 44660
2085	 44710
2090	 44760
2095	 44816
2100	 44869
2105	 44939
2110	 44998
2115	 45047
2120	 45116
2125	 45167
2130	 45214
2135	 45268
2140	 45334
2145	 45377
2150	 45432
2155	 45481
2160	 45523
2165	 45568
2170	 45618
2175	 45672
2180	 45722
2185	 45757
2190	 45796
2195	 45841
2200	 45893
2205	 45953
2210	 45996
2215	 46041
2220	 46085
2225	 46137
2230	 46197
2235	 46255
2240	 46297
2245	 46359
2250	 46410
2255	 46466
2260	 46554
2265	 46655
2270	 46779
2275	 46956
2280	 47204
2285	 47498
2290	 47896
2295	 48348
2300	 48883
2305	 49435
2310	 50025
2315	 50648
2320	 51338
2325	 52001
2330	 52583
2335	 53141
2340	 53664
2345	 54151
2350	 54559
2355	 54926
2360	 55220
2365	 55503
2370	 55723
2375	 55906
2380	 56076
2385	 56210
2390	 56327
2395	 56440
2400	 56541
2405	 56623
2410	 56744
2415	 56817
2420	 56908
2425	 57006
2430	 57092
2435	 57177
2440	 57249
2445	 57319
2450	 57416
2455	 57506
2460	 57580
2465	 57661
2470	 57731
2475	 57812
2480	 57894
2485	 57956
2490	 58035
2495	 58108
2500	 58188
2505	 58260
2510	 58324
2515	 58374
2520	 58433
2525	 58502
2530	 58573
2535	 58635
2540	 58685
2545	 58754
2550	 58819
2555	 58879
2560	 58939
2565	 59008
2570	 59076
2575	 59130
2580	 59184
2585	 59253
2590	 59310
2595	 59375
2600	 59437
2605	 59500
2610	 59565
2615	 59627
2620	 59690
2625	 59757
2630	 59814
2635	 59874
2640	 59947
2645	 60041
2650	 60160
2655	 60305
2660	 60503
2665	 60767
2670	 61073
2675	 61446
2680	 61869
2685	 62342
2690	 62879
2695	 63541
2700	 64214
2705	 64862
2710	 65555
2715	 66232
2720	 66906
2725	 67524
2730	 68081
2735	 68574
2740	 68990
2745	 69371
2750	 69730
2755	 69979
2760	 70247
2765	 70463
2770	 70658
2775	 70844
2780	 70989
2785	 71139
2790	 71254
2795	 71366
2800	 71473
2805	 71580
2810	 71687
2815	 71794
2820	 71888
2825	 71986
2830	 72069
2835	 72165
2840	 72273
2845	 72359
2850	 72432
2855	 72527
2860	 72616
2865	 72698
2870	 72787
2875	 72858
2880	 72938
2885	 73015
2890	 73098
2895	 73160
2900	 73248
2905	 73333
2910	 73407
2915	 73493
2920	 73570
2925	 73637
2930	 73709
2935	 73761
2940	 73849
2945	 73936
2950	 74012
2955	 74091
2960	 74156
2965	 74227
2970	 74305
2975	 74370
2980	 74441
2985	 74509
2990	 74572
2995	 74644
3000	 74722
3005	 74792
3010	 74857
3015	 74931
3020	 75001
3025	 75099
3030	 75227
3035	 75378
3040	 75564
3045	 75761
3050	 76044
3055	 76358
3060	 76739
3065	 77156
3070	 77653
3075	 78247
3080	 78868
3085	 79562
3090	 80310
3095	 81077
